CustomerID,Year,Month,MonthlyLimit,SubsidyUsed,SubsidyRestored,NetAmountUsed
C0116,2025,11,100.0,44.23,0.0,44.23
C0041,2025,11,100.0,58.49,0.0,58.49
C0032,2025,11,100.0,80.59,0.0,80.59
C0074,2025,11,100.0,23.24,0.0,23.24
C0041,2025,11,100.0,41.51,0.0,100.0
C0112,2025,11,100.0,77.08,0.0,77.08
C0100,2025,12,100.0,100.0,0.0,100.0
C0032,2025,12,100.0,100.0,0.0,100.0
C0087,2025,12,100.0,29.79,0.0,29.79
C0060,2025,12,100.0,100.0,0.0,100.0
C0043,2025,12,100.0,74.44,0.0,74.44
C0092,2025,12,100.0,100.0,0.0,100.0
C0087,2025,12,100.0,70.21,0.0,100.0
C0014,2025,12,100.0,100.0,0.0,100.0
C0088,2025,12,100.0,100.0,0.0,100.0
C0115,2025,12,100.0,100.0,0.0,100.0
C0019,2025,12,100.0,48.44,0.0,48.44
C0089,2025,12,100.0,56.09,0.0,56.09
C0075,2025,12,100.0,100.0,0.0,100.0
C0050,2025,12,100.0,100.0,0.0,100.0
C0102,2025,12,100.0,100.0,0.0,100.0
C0038,2025,12,100.0,11.62,0.0,11.62
C0090,2025,12,100.0,12.29,0.0,12.29
C0043,2025,12,100.0,25.56,0.0,100.0
C0144,2025,12,100.0,10.32,0.0,10.32
C0037,2026,1,100.0,100.0,0.0,100.0
C0024,2026,1,100.0,6.59,0.0,6.59
C0014,2026,1,100.0,3.87,0.0,3.87
C0110,2026,1,100.0,100.0,0.0,100.0
C0090,2026,1,100.0,36.17,0.0,36.17
C0146,2026,1,100.0,65.43,0.0,65.43
C0105,2026,1,100.0,16.14,0.0,16.14
C0019,2026,1,100.0,82.76,0.0,82.76
C0077,2026,1,100.0,31.27,0.0,31.27
C0032,2026,1,100.0,39.42,0.0,39.42
C0014,2026,1,100.0,38.04,0.0,41.91
C0084,2026,1,100.0,6.59,0.0,6.59
C0087,2026,1,100.0,40.72,0.0,40.72
C0085,2026,1,100.0,100.0,0.0,100.0
C0074,2026,1,100.0,28.91,0.0,28.91
C0054,2026,1,100.0,51.71,0.0,51.71
C0143,2026,1,100.0,47.14,0.0,47.14
C0068,2026,1,100.0,92.38,0.0,92.38
C0023,2026,1,100.0,100.0,0.0,100.0
C0112,2026,1,100.0,22.91,0.0,22.91
C0010,2026,1,100.0,4.25,0.0,4.25
C0024,2026,1,100.0,25.68,0.0,32.27
C0134,2026,1,100.0,37.98,0.0,37.98
C0035,2026,1,100.0,100.0,0.0,100.0
C0019,2026,1,100.0,17.24,0.0,100.0
C0112,2026,1,100.0,72.34,0.0,95.25
C0068,2026,2,100.0,86.13,0.0,86.13
C0046,2026,2,100.0,100.0,0.0,100.0
C0146,2026,2,100.0,100.0,0.0,100.0
C0112,2026,2,100.0,78.01,0.0,78.01
C0001,2026,2,100.0,100.0,0.0,100.0
C0019,2026,2,100.0,100.0,0.0,100.0
C0143,2026,2,100.0,100.0,0.0,100.0
C0092,2026,2,100.0,97.41,0.0,97.41
C0065,2026,2,100.0,48.66,0.0,48.66
C0010,2026,2,100.0,41.83,0.0,41.83
C0041,2026,2,100.0,51.28,0.0,51.28
C0157,2026,2,100.0,100.0,0.0,100.0
C0129,2026,2,100.0,100.0,0.0,100.0
C0144,2026,2,100.0,24.21,0.0,24.21
C0060,2026,2,100.0,100.0,0.0,100.0
C0085,2026,2,100.0,100.0,0.0,100.0
C0098,2026,2,100.0,58.43,0.0,58.43
C0124,2026,2,100.0,100.0,0.0,100.0
C0089,2026,2,100.0,7.74,0.0,7.74
C0032,2026,2,100.0,4.25,0.0,4.25
C0032,2026,2,100.0,36.17,0.0,40.42
C0065,2026,2,100.0,51.34,0.0,100.0
C0023,2026,3,100.0,100.0,0.0,100.0
C0130,2026,3,100.0,100.0,0.0,100.0
C0146,2026,3,100.0,64.88,0.0,64.88
C0134,2026,3,100.0,100.0,0.0,100.0
C0121,2026,3,100.0,100.0,0.0,100.0
C0100,2026,3,100.0,83.05,0.0,83.05
C0038,2026,3,100.0,72.08,0.0,72.08
C0053,2026,3,100.0,8.5,0.0,8.5
C0035,2026,3,100.0,100.0,0.0,100.0
C0085,2026,3,100.0,100.0,0.0,100.0
C0095,2026,3,100.0,100.0,0.0,100.0
C0124,2026,3,100.0,100.0,0.0,100.0
C0053,2026,3,100.0,26.52,0.0,35.02
C0064,2026,3,100.0,100.0,0.0,100.0
C0003,2026,3,100.0,100.0,0.0,100.0
C0093,2026,3,100.0,100.0,0.0,100.0
C0087,2026,3,100.0,100.0,0.0,100.0
C0129,2026,3,100.0,36.17,0.0,36.17
C0010,2026,3,100.0,100.0,0.0,100.0
C0144,2026,3,100.0,100.0,0.0,100.0
C0040,2026,3,100.0,92.04,0.0,92.04
C0046,2026,3,100.0,15.53,0.0,15.53
C0141,2026,3,100.0,77.13,0.0,77.13
C0090,2026,3,100.0,100.0,0.0,100.0
C0086,2026,3,100.0,100.0,0.0,100.0
C0050,2026,3,100.0,92.79,0.0,92.79
C0014,2026,3,100.0,56.43,0.0,56.43
C0050,2026,3,100.0,7.21,0.0,100.0
C0074,2026,3,100.0,80.07,0.0,80.07
C0014,2026,3,100.0,43.57,0.0,100.0
C0046,2026,3,100.0,84.47,0.0,100.0
C0040,2026,4,100.0,100.0,0.0,100.0
C0087,2026,4,100.0,65.72,0.0,65.72
C0146,2026,4,100.0,100.0,0.0,100.0
C0168,2026,4,100.0,41.83,0.0,41.83
C0023,2026,4,100.0,8.07,0.0,8.07
C0084,2026,4,100.0,46.19,0.0,46.19
C0170,2026,4,100.0,63.64,0.0,63.64
C0170,2026,4,100.0,36.36,0.0,100.0
C0110,2026,4,100.0,11.9,0.0,11.9
C0134,2026,4,100.0,41.99,0.0,41.99
C0115,2026,4,100.0,95.6,0.0,95.6
C0019,2026,4,100.0,83.86,0.0,83.86
C0116,2026,4,100.0,100.0,0.0,100.0
C0110,2026,4,100.0,54.66,0.0,66.56
C0150,2026,4,100.0,100.0,0.0,100.0
C0121,2026,4,100.0,100.0,0.0,100.0
C0089,2026,4,100.0,84.53,0.0,84.53
C0165,2026,4,100.0,94.8,0.0,94.8
C0062,2026,4,100.0,36.24,0.0,36.24
C0075,2026,4,100.0,11.61,0.0,11.61
C0063,2026,4,100.0,35.59,0.0,35.59
C0104,2026,4,100.0,49.14,0.0,49.14
C0089,2026,4,100.0,15.47,0.0,100.0
C0068,2026,5,100.0,25.36,0.0,25.36
C0026,2026,5,100.0,79.54,0.0,79.54
C0023,2026,5,100.0,74.44,0.0,74.44
C0001,2026,5,100.0,11.61,0.0,11.61
C0129,2026,5,100.0,100.0,0.0,100.0
C0132,2026,5,100.0,14.03,0.0,14.03
C0090,2026,5,100.0,100.0,0.0,100.0
C0102,2026,5,100.0,100.0,0.0,100.0
C0165,2026,5,100.0,61.86,0.0,61.86
C0026,2026,5,100.0,8.07,0.0,87.61
C0120,2026,5,100.0,100.0,0.0,100.0
C0143,2026,5,100.0,35.7,0.0,35.7
C0105,2026,5,100.0,85.37,0.0,85.37
C0170,2026,5,100.0,50.45,0.0,50.45
C0087,2026,5,100.0,36.24,0.0,36.24
C0115,2026,5,100.0,7.63,0.0,7.63
C0053,2026,5,100.0,100.0,0.0,100.0
C0168,2026,5,100.0,100.0,0.0,100.0
C0054,2026,5,100.0,81.76,0.0,81.76
C0154,2026,5,100.0,36.46,0.0,36.46
C0165,2026,5,100.0,5.67,0.0,67.53
C0074,2026,5,100.0,46.19,0.0,46.19
C0062,2026,5,100.0,47.06,0.0,47.06
C0025,2026,5,100.0,46.59,0.0,46.59
C0040,2026,6,100.0,100.0,0.0,100.0
C0046,2026,6,100.0,100.0,0.0,100.0
C0087,2026,6,100.0,100.0,0.0,100.0
C0032,2026,6,100.0,61.32,0.0,61.32
C0124,2026,6,100.0,63.62,0.0,63.62
C0068,2026,6,100.0,28.84,0.0,28.84
C0124,2026,6,100.0,11.34,0.0,74.96
C0120,2026,6,100.0,85.49,0.0,85.49
C0019,2026,6,100.0,100.0,0.0,100.0
C0060,2026,6,100.0,83.66,0.0,83.66
C0090,2026,6,100.0,7.63,0.0,7.63
C0093,2026,6,100.0,100.0,0.0,100.0
C0038,2026,6,100.0,100.0,0.0,100.0
C0003,2026,6,100.0,31.06,0.0,31.06
C0116,2026,6,100.0,3.18,0.0,3.18
C0100,2026,6,100.0,70.69,0.0,70.69
C0047,2026,6,100.0,100.0,0.0,100.0
C0120,2026,6,100.0,3.87,0.0,89.36
C0105,2026,6,100.0,96.15,0.0,96.15
