CustomerID,TransactionDate,OrderID,TransactionType,Points,Balance
C0018,2024-06-28 15:27:19,O00298,EARN,168,259.0
C0012,2024-06-29 08:07:46,O00296,EARN,462,2017.0
C0004,2024-06-29 14:33:50,O00340,EARN,168,3682.0
C0022,2024-06-30 10:41:15,O00289,EARN,163,379.0
C0014,2024-07-01 14:10:19,O00394,EARN,41,77.0
C0003,2024-07-02 08:59:57,O00364,EARN,197,2774.0
C0010,2024-07-02 13:18:01,O00357,EARN,97,1341.0
C0020,2024-07-03 08:31:03,O00352,REDEEM,-200.0,155.0
C0020,2024-07-03 08:31:04,O00352,EARN,123,278.0
C0023,2024-07-05 11:17:38,O00344,EARN,165,431.0
C0025,2024-07-07 08:48:11,O00372,EARN,104,104.0
C0005,2024-07-08 20:37:26,O00376,EARN,233,1492.0
C0021,2024-07-12 08:53:28,O00358,EARN,55,335.0
C0019,2024-07-12 09:05:21,O00347,EARN,280,836.0
C0018,2024-07-12 12:52:48,O00363,REDEEM,-200.0,59.0
C0018,2024-07-12 12:52:49,O00363,EARN,195,254.0
C0010,2024-07-14 08:49:57,O00389,EARN,254,1595.0
C0024,2024-07-14 09:03:43,O00371,EARN,135,284.0
C0020,2024-07-14 10:40:31,O00361,REDEEM,-200.0,78.0
C0020,2024-07-14 10:40:32,O00361,EARN,202,280.0
C0021,2024-07-14 13:30:23,O00378,REDEEM,-200.0,135.0
C0021,2024-07-14 13:30:24,O00378,EARN,152,287.0
C0020,2024-07-16 20:53:37,O00353,EARN,35,315.0
C0016,2024-07-18 10:31:47,O00368,EARN,115,509.0
C0019,2024-07-19 14:46:29,O00365,REDEEM,-200.0,636.0
C0019,2024-07-19 14:46:30,O00365,EARN,125,761.0
C0011,2024-07-21 15:57:32,O00356,EARN,232,643.0
C0005,2024-07-22 08:46:00,O00345,EARN,197,1689.0
C0029,2024-07-22 14:10:35,O00355,EARN,274,413.0
C0021,2024-07-23 17:54:34,O00383,EARN,113,400.0
C0006,2024-07-24 10:27:13,O00380,EARN,78,1831.0
C0023,2024-07-26 18:11:22,O00393,REDEEM,-200.0,231.0
C0023,2024-07-26 18:11:23,O00393,EARN,243,474.0
C0008,2024-07-26 20:48:05,O00362,EARN,123,1488.0
C0001,2024-07-27 13:25:47,O00379,EARN,64,2850.0
C0015,2024-07-27 15:44:54,O00370,EARN,243,745.0
C0008,2024-07-27 17:01:20,O00366,EARN,176,1664.0
C0013,2024-07-28 17:44:27,O00382,EARN,126,1286.0
C0033,2024-07-29 08:31:08,O00385,EARN,41,41.0
C0011,2024-07-29 09:39:30,O00386,EARN,58,701.0
C0005,2024-07-31 12:54:27,O00373,EARN,51,1740.0
C0002,2024-08-02 10:30:59,O00420,EARN,95,3855.0
C0032,2024-08-02 15:06:32,O00431,EARN,21,21.0
C0028,2024-08-03 14:44:42,O00404,EARN,26,26.0
C0030,2024-08-07 13:05:31,O00453,EARN,171,171.0
C0008,2024-08-08 17:33:31,O00402,EARN,86,1750.0
C0005,2024-08-11 10:34:44,O00434,EARN,154,1894.0
C0029,2024-08-11 10:43:32,O00449,EARN,8,421.0
C0009,2024-08-11 14:46:17,O00413,REDEEM,-500.0,925.0
C0009,2024-08-11 14:46:18,O00413,EARN,97,1022.0
C0024,2024-08-12 09:46:13,O00435,EARN,88,372.0
C0023,2024-08-13 09:39:24,O00417,EARN,81,555.0
C0011,2024-08-13 20:15:42,O00422,EARN,418,1119.0
C0015,2024-08-15 10:48:46,O00425,EARN,148,893.0
C0004,2024-08-15 16:26:13,O00419,EARN,295,3977.0
C0022,2024-08-15 19:02:41,O00415,EARN,134,513.0
C0018,2024-08-17 08:33:49,O00401,EARN,304,558.0
C0029,2024-08-18 18:23:52,O00440,EARN,537,958.0
C0008,2024-08-18 20:12:29,O00430,EARN,115,1865.0
C0019,2024-08-19 09:12:28,O00400,EARN,330,1091.0
C0004,2024-08-20 17:19:07,O00424,EARN,74,4051.0
C0009,2024-08-20 18:14:17,O00414,EARN,17,1039.0
C0031,2024-08-20 19:50:16,O00403,EARN,185,185.0
C0033,2024-08-23 16:50:00,O00455,EARN,79,120.0
C0016,2024-08-25 11:17:57,O00456,EARN,52,561.0
C0034,2024-08-25 17:38:48,O00458,EARN,277,277.0
C0004,2024-08-25 19:38:25,O00433,EARN,208,4259.0
C0019,2024-08-25 20:00:50,O00411,EARN,321,1412.0
C0009,2024-08-27 11:22:45,O00412,EARN,204,1243.0
C0022,2024-09-01 18:09:40,O00491,EARN,287,800.0
C0012,2024-09-03 12:04:04,O00512,EARN,2,2019.0
C0038,2024-09-04 09:57:59,O00475,EARN,128,128.0
C0027,2024-09-04 11:48:03,O00484,EARN,356,530.0
C0022,2024-09-05 20:28:51,O00508,EARN,54,854.0
C0002,2024-09-06 10:05:03,O00467,EARN,74,3929.0
C0020,2024-09-06 11:00:49,O00462,EARN,280,595.0
C0019,2024-09-07 10:01:09,O00464,EARN,90,1502.0
C0011,2024-09-07 17:37:36,O00487,EARN,150,1269.0
C0015,2024-09-07 19:24:18,O00460,EARN,280,1173.0
C0023,2024-09-08 10:55:50,O00510,EARN,49,604.0
C0038,2024-09-09 09:18:27,O00513,EARN,240,368.0
C0005,2024-09-09 18:57:18,O00500,EARN,175,2069.0
C0024,2024-09-10 09:12:42,O00492,EARN,258,630.0
C0026,2024-09-11 08:06:00,O00507,EARN,199,790.0
C0010,2024-09-12 09:03:36,O00493,EARN,385,1980.0
C0004,2024-09-12 14:47:20,O00495,EARN,30,4289.0
C0021,2024-09-12 16:47:23,O00476,EARN,170,570.0
C0015,2024-09-13 17:38:38,O00499,EARN,65,1238.0
C0036,2024-09-14 11:18:31,O00469,EARN,113,113.0
C0015,2024-09-15 15:56:06,O00494,EARN,195,1433.0
C0021,2024-09-16 18:05:03,O00506,EARN,58,628.0
C0041,2024-09-16 19:43:45,O00463,EARN,194,194.0
C0017,2024-09-17 11:47:07,O00501,EARN,68,1048.0
C0028,2024-09-17 12:48:44,O00466,EARN,251,277.0
C0008,2024-09-20 13:06:18,O00474,EARN,201,2066.0
C0034,2024-09-21 15:48:19,O00472,EARN,78,355.0
C0009,2024-09-22 18:20:10,O00479,EARN,379,1622.0
C0006,2024-09-24 13:17:20,O00465,EARN,95,1926.0
C0001,2024-09-24 16:02:34,O00459,EARN,106,2956.0
C0033,2024-09-25 14:36:27,O00478,EARN,110,230.0
C0032,2024-09-27 08:52:19,O00489,EARN,74,95.0
C0040,2024-09-28 12:19:07,O00498,EARN,217,217.0
C0012,2024-09-28 13:48:42,O00502,EARN,73,2092.0
C0039,2024-09-29 16:26:58,O00488,EARN,122,122.0
C0022,2024-09-29 17:16:31,O00471,EARN,76,930.0
C0013,2024-09-30 10:20:06,O00503,EARN,10,1296.0
C0026,2024-09-30 19:22:21,O00481,EARN,22,812.0
C0019,2024-10-03 15:59:57,O00561,EARN,174,1676.0
C0010,2024-10-05 14:46:20,O00517,EARN,90,2070.0
C0013,2024-10-06 10:22:33,O00550,EARN,166,1462.0
C0044,2024-10-06 19:03:12,O00549,EARN,207,207.0
C0033,2024-10-07 10:10:35,O00570,EARN,89,319.0
C0036,2024-10-09 13:39:26,O00537,EARN,48,161.0
C0049,2024-10-10 13:20:08,O00547,EARN,106,106.0
C0037,2024-10-12 12:06:51,O00562,EARN,266,266.0
C0030,2024-10-12 18:11:22,O00535,EARN,83,254.0
C0043,2024-10-12 19:02:49,O00544,EARN,89,89.0
C0024,2024-10-12 20:29:25,O00525,EARN,36,666.0
C0027,2024-10-13 12:30:45,O00555,EARN,317,847.0
C0003,2024-10-14 17:18:09,O00540,EARN,86,2860.0
C0031,2024-10-15 13:22:11,O00574,EARN,145,330.0
C0011,2024-10-18 13:09:14,O00516,EARN,161,1430.0
C0030,2024-10-18 20:51:22,O00524,EARN,120,374.0
C0024,2024-10-19 17:36:17,O00543,EARN,146,812.0
C0003,2024-10-19 19:15:39,O00529,EARN,249,3109.0
C0032,2024-10-21 16:40:38,O00560,EARN,38,133.0
C0042,2024-10-22 12:44:47,O00573,EARN,291,291.0
C0011,2024-10-24 12:18:34,O00532,EARN,92,1522.0
C0012,2024-10-24 14:47:32,O00534,EARN,222,2314.0
C0022,2024-10-25 08:21:55,O00520,EARN,266,1196.0
C0037,2024-10-25 12:16:12,O00519,EARN,231,497.0
C0026,2024-10-25 17:59:46,O00546,EARN,176,988.0
C0021,2024-10-26 12:07:34,O00564,EARN,397,1025.0
C0004,2024-10-26 12:53:56,O00567,EARN,72,4361.0
C0050,2024-10-26 16:36:08,O00545,EARN,19,19.0
C0019,2024-10-26 17:26:14,O00523,EARN,141,1817.0
C0007,2024-10-27 12:36:14,O00538,EARN,300,2201.0
C0004,2024-10-30 11:34:47,O00569,EARN,14,4375.0
C0010,2024-10-30 17:28:46,O00521,EARN,74,2144.0
C0042,2024-10-31 13:31:55,O00558,EARN,63,354.0
C0001,2024-10-31 18:56:49,O00554,EARN,44,3000.0
C0027,2024-11-01 08:36:10,O00585,EARN,86,933.0
C0050,2024-11-01 10:13:04,O00600,EARN,176,195.0
C0022,2024-11-01 10:22:52,O00602,EARN,235,1431.0
C0039,2024-11-02 11:02:11,O00628,EARN,42,164.0
C0020,2024-11-02 18:14:06,O00634,EARN,179,774.0
C0014,2024-11-07 18:16:16,O00581,EARN,81,158.0
C0054,2024-11-08 19:31:36,O00614,EARN,134,134.0
C0016,2024-11-09 14:55:53,O00604,EARN,264,825.0
C0008,2024-11-10 08:40:41,O00627,EARN,326,2392.0
C0043,2024-11-10 11:54:32,O00575,EARN,179,268.0
C0026,2024-11-11 10:15:03,O00588,EARN,95,1083.0
C0032,2024-11-12 17:23:42,O00616,EARN,42,175.0
C0028,2024-11-12 20:37:06,O00615,EARN,52,329.0
C0050,2024-11-13 08:42:26,O00611,EARN,158,353.0
C0046,2024-11-14 15:28:41,O00620,EARN,166,166.0
C0008,2024-11-14 16:59:14,O00601,EARN,146,2538.0
C0009,2024-11-14 18:37:09,O00609,EARN,14,1636.0
C0031,2024-11-15 09:34:21,O00578,EARN,62,392.0
C0041,2024-11-15 13:18:20,O00637,EARN,247,441.0
C0020,2024-11-15 14:29:59,O00583,EARN,309,1083.0
C0021,2024-11-16 09:09:17,O00598,EARN,196,1221.0
C0006,2024-11-16 20:41:09,O00593,EARN,133,2059.0
C0003,2024-11-17 16:36:11,O00576,EARN,270,3379.0
C0046,2024-11-20 15:32:48,O00607,EARN,301,467.0
C0028,2024-11-20 19:13:53,O00606,EARN,40,369.0
C0010,2024-11-22 10:23:32,O00625,EARN,62,2206.0
C0055,2024-11-22 12:32:15,O00587,EARN,233,233.0
C0001,2024-11-23 09:27:01,O00626,EARN,95,3095.0
C0008,2024-11-23 13:01:54,O00595,EARN,92,2630.0
C0016,2024-11-23 15:43:53,O00580,EARN,402,1227.0
C0014,2024-11-25 08:54:08,O00610,EARN,193,351.0
C0009,2024-11-25 14:38:05,O00577,EARN,126,1762.0
C0024,2024-11-25 18:58:32,O00617,EARN,99,911.0
C0044,2024-11-27 15:45:35,O00633,EARN,83,290.0
C0009,2024-11-29 10:11:19,O00590,EARN,120,1882.0
C0012,2024-12-01 17:22:23,O00647,EARN,221,2535.0
C0056,2024-12-02 14:24:10,O00701,EARN,65,65.0
C0058,2024-12-03 09:25:47,O00677,EARN,371,371.0
C0012,2024-12-06 09:34:19,O00698,EARN,59,2594.0
C0022,2024-12-06 16:19:45,O00687,EARN,189,1620.0
C0064,2024-12-07 16:26:05,O00650,EARN,205,205.0
C0035,2024-12-08 12:16:53,O00697,EARN,153,153.0
C0004,2024-12-09 14:57:17,O00716,EARN,193,4568.0
C0027,2024-12-12 20:12:55,O00711,EARN,59,992.0
C0031,2024-12-13 20:10:21,O00654,EARN,73,465.0
C0023,2024-12-14 18:48:54,O00644,EARN,108,712.0
C0036,2024-12-15 19:28:04,O00696,EARN,82,243.0
C0058,2024-12-17 16:19:35,O00652,EARN,135,506.0
C0014,2024-12-20 11:56:20,O00659,EARN,260,611.0
C0046,2024-12-20 20:09:57,O00703,EARN,192,659.0
C0019,2024-12-21 19:06:00,O00718,EARN,187,2004.0
C0059,2024-12-22 19:48:34,O00667,EARN,117,117.0
C0022,2024-12-24 09:12:16,O00717,EARN,228,1848.0
C0065,2024-12-25 08:22:49,O00702,EARN,45,45.0
C0055,2024-12-25 18:39:12,O00649,EARN,69,302.0
C0003,2024-12-26 13:00:51,O00662,EARN,47,3426.0
C0045,2024-12-28 14:29:45,O00715,EARN,208,208.0
C0026,2024-12-28 15:17:31,O00678,EARN,43,1126.0
C0026,2024-12-29 19:21:23,O00684,EARN,137,1263.0
C0042,2024-12-30 17:00:33,O00655,EARN,98,452.0
C0010,2024-12-30 18:31:24,O00700,EARN,60,2266.0
C0036,2024-12-31 08:25:41,O00653,EARN,92,335.0
C0068,2024-12-31 13:14:21,O00694,EARN,90,90.0
C0066,2024-12-31 13:15:31,O00693,EARN,314,314.0
C0015,2024-12-31 20:43:13,O00719,EARN,85,1518.0
C0060,2025-01-01 11:02:58,O00767,EARN,143,143.0
C0035,2025-01-02 11:56:57,O00742,EARN,233,386.0
C0061,2025-01-02 20:31:26,O00729,EARN,116,116.0
C0017,2025-01-03 11:49:53,O00735,EARN,89,1137.0
C0026,2025-01-03 15:10:24,O00757,EARN,171,1434.0
C0019,2025-01-03 17:41:05,O00772,EARN,315,2319.0
C0030,2025-01-03 18:22:30,O00785,EARN,405,779.0
C0024,2025-01-04 16:02:58,O00759,EARN,24,935.0
C0017,2025-01-05 11:41:04,O00760,EARN,116,1253.0
C0044,2025-01-06 10:49:38,O00733,EARN,139,429.0
C0006,2025-01-06 14:43:50,O00745,EARN,272,2331.0
C0066,2025-01-07 15:03:47,O00758,EARN,248,562.0
C0057,2025-01-07 18:40:34,O00775,EARN,434,434.0
C0070,2025-01-07 18:40:52,O00721,EARN,168,168.0
C0017,2025-01-07 19:49:05,O00770,EARN,214,1467.0
C0036,2025-01-09 08:13:12,O00769,EARN,107,442.0
C0022,2025-01-09 12:07:40,O00754,EARN,213,2061.0
C0069,2025-01-11 09:24:54,O00763,EARN,208,208.0
C0028,2025-01-11 10:44:25,O00771,EARN,92,461.0
