OrderID,ItemID,Quantity,UnitPrice,MyKasihSubsidyAmount,LineTotal
O00045,I0110,2,7.77,0.0,15.54
O00045,I0032,1,30.34,0.0,30.34
O00045,I0063,1,43.76,0.0,43.76
O00045,I0088,1,23.77,0.0,23.77
O00034,I0035,1,37.47,0.0,37.47
O00034,I0057,3,27.87,0.0,83.61
O00034,I0108,2,38.11,0.0,76.22
O00009,I0032,3,30.34,0.0,91.02
O00017,I0018,3,36.05,0.0,108.15
O00017,I0008,1,16.91,0.0,16.91
O00017,I0065,2,8.82,0.0,17.64
O00004,I0106,3,34.74,0.0,104.22
O00043,I0035,1,37.47,0.0,37.47
O00043,I0038,3,30.15,0.0,90.45
O00040,I0098,3,31.01,0.0,93.03
O00040,I0030,1,31.96,0.0,31.96
O00040,I0018,2,36.05,0.0,72.1
O00040,I0020,1,19.11,0.0,19.11
O00026,I0030,1,31.96,0.0,31.96
O00048,I0021,2,49.48,0.0,98.96
O00048,I0035,2,37.47,0.0,74.94
O00048,I0040,3,17.7,0.0,53.1
O00048,I0009,3,46.32,0.0,138.96
O00014,I0072,2,12.01,0.0,24.02
O00014,I0071,2,10.92,0.0,21.84
O00014,I0106,2,34.74,0.0,69.48
O00014,I0002,2,12.67,0.0,25.34
O00014,I0031,2,14.67,0.0,29.34
O00010,I0017,3,18.72,0.0,56.16
O00010,I0108,2,38.11,0.0,76.22
O00007,I0098,3,31.01,0.0,93.03
O00007,I0063,1,43.76,0.0,43.76
O00007,I0015,2,3.33,0.0,6.66
O00003,I0084,3,41.13,0.0,123.39
O00003,I0097,3,33.67,0.0,101.01
O00003,I0095,3,14.92,0.0,44.76
O00003,I0007,1,43.14,0.0,43.14
O00051,I0058,2,48.79,0.0,97.58
O00051,I0092,2,29.46,0.0,58.92
O00051,I0061,3,20.08,0.0,60.24
O00015,I0021,1,49.48,0.0,49.48
O00015,I0040,3,17.7,0.0,53.1
O00015,I0027,2,27.13,0.0,54.26
O00050,I0069,3,11.65,0.0,34.95
O00050,I0016,3,15.14,0.0,45.42
O00020,I0083,3,22.61,0.0,67.83
O00020,I0008,1,16.91,0.0,16.91
O00020,I0078,3,45.73,0.0,137.19
O00020,I0059,2,2.46,0.0,4.92
O00020,I0018,2,36.05,0.0,72.1
O00042,I0088,1,23.77,0.0,23.77
O00042,I0109,2,27.84,0.0,55.68
O00047,I0050,1,8.6,0.0,8.6
O00047,I0058,1,48.79,0.0,48.79
O00012,I0102,1,38.87,0.0,38.87
O00012,I0071,3,10.92,0.0,32.76
O00012,I0097,3,33.67,0.0,101.01
O00018,I0046,1,20.67,0.0,20.67
O00018,I0042,1,31.21,0.0,31.21
O00018,I0084,2,41.13,0.0,82.26
O00031,I0042,1,31.21,0.0,31.21
O00031,I0027,1,27.13,0.0,27.13
O00031,I0084,1,41.13,0.0,41.13
O00031,I0098,1,31.01,0.0,31.01
O00037,I0020,3,19.11,0.0,57.33
O00037,I0058,3,48.79,0.0,146.37
O00037,I0038,1,30.15,0.0,30.15
O00035,I0085,2,15.1,0.0,30.2
O00035,I0038,2,30.15,0.0,60.3
O00035,I0002,3,12.67,0.0,38.01
O00035,I0018,1,36.05,0.0,36.05
O00035,I0100,2,42.05,0.0,84.1
O00035,I0030,3,31.96,0.0,95.88
O00019,I0078,1,45.73,0.0,45.73
O00019,I0114,1,18.64,0.0,18.64
O00019,I0020,3,19.11,0.0,57.33
O00019,I0095,1,14.92,0.0,14.92
O00001,I0084,3,41.13,0.0,123.39
O00001,I0008,3,16.91,0.0,50.73
O00001,I0025,1,18.38,0.0,18.38
O00001,I0014,1,29.15,0.0,29.15
O00025,I0079,2,45.68,0.0,91.36
O00025,I0002,2,12.67,0.0,25.34
O00025,I0080,3,9.38,0.0,28.14
O00029,I0110,2,7.77,0.0,15.54
O00029,I0058,2,48.79,0.0,97.58
O00029,I0066,2,30.08,0.0,60.16
O00029,I0014,2,29.15,0.0,58.3
O00022,I0108,1,38.11,0.0,38.11
O00022,I0010,1,38.1,0.0,38.1
O00022,I0009,2,46.32,0.0,92.64
O00022,I0016,1,15.14,0.0,15.14
O00022,I0040,2,17.7,0.0,35.4
O00022,I0109,3,27.84,0.0,83.52
O00022,I0018,1,36.05,0.0,36.05
O00110,I0088,2,23.77,0.0,47.54
O00110,I0038,1,30.15,0.0,30.15
O00110,I0050,1,8.6,0.0,8.6
O00052,I0046,3,20.67,0.0,62.01
O00052,I0042,2,31.21,0.0,62.42
O00055,I0058,1,48.79,0.0,48.79
O00055,I0095,2,14.92,0.0,29.84
O00055,I0002,1,12.67,0.0,12.67
O00055,I0106,1,34.74,0.0,34.74
O00076,I0006,2,5.29,0.0,10.58
O00076,I0076,2,14.77,0.0,29.54
O00076,I0021,3,49.48,0.0,148.44
O00076,I0073,3,20.9,0.0,62.7
O00076,I0040,2,17.7,0.0,35.4
O00076,I0092,3,29.46,0.0,88.38
O00074,I0075,1,48.86,0.0,48.86
O00074,I0119,2,27.43,0.0,54.86
O00074,I0063,2,43.76,0.0,87.52
O00074,I0028,1,6.19,0.0,6.19
O00113,I0004,2,3.99,0.0,7.98
O00113,I0108,1,38.11,0.0,38.11
O00113,I0114,2,18.64,0.0,37.28
O00096,I0021,1,49.48,0.0,49.48
O00096,I0079,3,45.68,0.0,137.04
O00096,I0016,2,15.14,0.0,30.28
O00093,I0098,2,31.01,0.0,62.02
O00093,I0041,3,5.1,0.0,15.3
O00093,I0076,2,14.77,0.0,29.54
O00093,I0043,2,42.32,0.0,84.64
O00094,I0004,3,3.99,0.0,11.97
O00094,I0046,1,20.67,0.0,20.67
O00094,I0043,3,42.32,0.0,126.96
O00094,I0050,2,8.6,0.0,17.2
O00105,I0053,3,49.58,0.0,148.74
O00105,I0080,1,9.38,0.0,9.38
O00106,I0084,2,41.13,0.0,82.26
O00106,I0027,1,27.13,0.0,27.13
O00106,I0080,1,9.38,0.0,9.38
O00106,I0035,2,37.47,0.0,74.94
O00106,I0066,2,30.08,0.0,60.16
O00062,I0106,1,34.74,0.0,34.74
O00062,I0063,1,43.76,0.0,43.76
O00062,I0025,1,18.38,0.0,18.38
O00062,I0008,1,16.91,0.0,16.91
O00062,I0009,3,46.32,0.0,138.96
O00062,I0108,1,38.11,0.0,38.11
O00079,I0070,1,42.76,0.0,42.76
O00079,I0018,2,36.05,0.0,72.1
O00079,I0004,1,3.99,0.0,3.99
O00079,I0057,2,27.87,0.0,55.74
O00075,I0086,3,36.34,0.0,109.02
O00075,I0088,3,23.77,0.0,71.31
O00075,I0106,1,34.74,0.0,34.74
O00075,I0072,3,12.01,0.0,36.03
O00077,I0076,2,14.77,0.0,29.54
O00077,I0020,1,19.11,0.0,19.11
O00077,I0031,2,14.67,0.0,29.34
O00077,I0006,3,5.29,0.0,15.87
O00082,I0010,1,38.1,0.0,38.1
O00082,I0031,2,14.67,0.0,29.34
O00082,I0016,2,15.14,0.0,30.28
O00082,I0079,1,45.68,0.0,45.68
O00073,I0065,2,8.82,0.0,17.64
O00073,I0053,3,49.58,0.0,148.74
O00073,I0110,3,7.77,0.0,23.31
O00063,I0059,2,2.46,0.0,4.92
O00063,I0046,2,20.67,0.0,41.34
O00063,I0006,1,5.29,0.0,5.29
O00063,I0109,2,27.84,0.0,55.68
O00066,I0032,3,30.34,0.0,91.02
O00066,I0072,2,12.01,0.0,24.02
O00085,I0063,3,43.76,0.0,131.28
O00085,I0092,2,29.46,0.0,58.92
O00085,I0106,1,34.74,0.0,34.74
O00085,I0119,1,27.43,0.0,27.43
O00085,I0079,2,45.68,0.0,91.36
O00085,I0025,3,18.38,0.0,55.14
O00084,I0006,1,5.29,0.0,5.29
O00084,I0032,1,30.34,0.0,30.34
O00084,I0058,1,48.79,0.0,48.79
O00098,I0045,2,10.09,0.0,20.18
O00081,I0089,3,9.37,0.0,28.11
O00081,I0092,2,29.46,0.0,58.92
O00053,I0014,1,29.15,0.0,29.15
O00053,I0046,1,20.67,0.0,20.67
O00053,I0018,3,36.05,0.0,108.15
O00053,I0119,1,27.43,0.0,27.43
O00065,I0010,3,38.1,0.0,114.3
O00065,I0017,3,18.72,0.0,56.16
O00065,I0031,1,14.67,0.0,14.67
O00097,I0072,3,12.01,0.0,36.03
O00097,I0042,1,31.21,0.0,31.21
O00097,I0051,3,8.21,0.0,24.63
O00088,I0030,1,31.96,0.0,31.96
O00088,I0042,3,31.21,0.0,93.63
O00088,I0106,2,34.74,0.0,69.48
O00088,I0004,2,3.99,0.0,7.98
O00088,I0109,1,27.84,0.0,27.84
O00072,I0046,3,20.67,0.0,62.01
O00072,I0035,2,37.47,0.0,74.94
O00107,I0004,1,3.99,0.0,3.99
O00107,I0035,2,37.47,0.0,74.94
O00107,I0049,1,5.28,0.0,5.28
O00078,I0115,2,36.02,0.0,72.04
O00078,I0008,1,16.91,0.0,16.91
O00078,I0041,3,5.1,0.0,15.3
O00095,I0115,1,36.02,0.0,36.02
O00095,I0106,1,34.74,0.0,34.74
O00095,I0059,2,2.46,0.0,4.92
O00095,I0114,2,18.64,0.0,37.28
O00060,I0049,2,5.28,0.0,10.56
O00060,I0089,1,9.37,0.0,9.37
O00060,I0016,2,15.14,0.0,30.28
O00069,I0021,3,49.48,0.0,148.44
O00069,I0071,2,10.92,0.0,21.84
O00069,I0083,2,22.61,0.0,45.22
O00069,I0045,2,10.09,0.0,20.18
O00069,I0040,1,17.7,0.0,17.7
O00069,I0100,1,42.05,0.0,42.05
O00069,I0114,1,18.64,0.0,18.64
O00067,I0102,1,38.87,0.0,38.87
O00067,I0098,1,31.01,0.0,31.01
O00067,I0041,2,5.1,0.0,10.2
O00099,I0043,1,42.32,0.0,42.32
O00099,I0095,1,14.92,0.0,14.92
O00109,I0120,3,7.6,0.0,22.8
O00109,I0030,3,31.96,0.0,95.88
O00109,I0114,3,18.64,0.0,55.92
O00108,I0083,2,22.61,0.0,45.22
O00108,I0006,1,5.29,0.0,5.29
O00108,I0084,2,41.13,0.0,82.26
O00108,I0046,3,20.67,0.0,62.01
O00108,I0035,2,37.47,0.0,74.94
O00111,I0038,3,30.15,0.0,90.45
O00111,I0051,1,8.21,0.0,8.21
O00111,I0109,3,27.84,0.0,83.52
O00111,I0098,2,31.01,0.0,62.02
O00111,I0092,2,29.46,0.0,58.92
O00111,I0018,3,36.05,0.0,108.15
O00111,I0020,1,19.11,0.0,19.11
O00089,I0061,2,20.08,0.0,40.16
O00089,I0043,2,42.32,0.0,84.64
O00089,I0002,2,12.67,0.0,25.34
O00089,I0018,2,36.05,0.0,72.1
O00059,I0070,3,42.76,0.0,128.28
O00056,I0089,1,9.37,0.0,9.37
O00080,I0119,1,27.43,0.0,27.43
O00080,I0080,2,9.38,0.0,18.76
O00080,I0065,3,8.82,0.0,26.46
O00080,I0085,1,15.1,0.0,15.1
O00080,I0006,1,5.29,0.0,5.29
O00080,I0084,1,41.13,0.0,41.13
O00083,I0004,3,3.99,0.0,11.97
O00083,I0100,3,42.05,0.0,126.15
O00083,I0016,2,15.14,0.0,30.28
O00104,I0077,2,32.6,0.0,65.2
O00104,I0061,3,20.08,0.0,60.24
O00104,I0006,3,5.29,0.0,15.87
O00104,I0016,3,15.14,0.0,45.42
O00104,I0027,3,27.13,0.0,81.39
O00061,I0045,2,10.09,0.0,20.18
O00057,I0110,3,7.77,0.0,23.31
O00057,I0109,3,27.84,0.0,83.52
O00092,I0066,1,30.08,0.0,30.08
O00092,I0076,2,14.77,0.0,29.54
O00092,I0016,2,15.14,0.0,30.28
O00086,I0014,2,29.15,0.0,58.3
O00100,I0018,3,36.05,0.0,108.15
O00100,I0114,1,18.64,0.0,18.64
O00100,I0120,3,7.6,0.0,22.8
O00100,I0092,1,29.46,0.0,29.46
O00100,I0030,1,31.96,0.0,31.96
O00100,I0059,2,2.46,0.0,4.92
O00064,I0004,3,3.99,0.0,11.97
O00064,I0038,3,30.15,0.0,90.45
O00070,I0114,2,18.64,0.0,37.28
O00070,I0031,1,14.67,0.0,14.67
O00070,I0046,2,20.67,0.0,41.34
O00070,I0035,1,37.47,0.0,37.47
O00103,I0020,1,19.11,0.0,19.11
O00103,I0077,3,32.6,0.0,97.8
O00103,I0008,2,16.91,0.0,33.82
O00103,I0057,3,27.87,0.0,83.61
O00103,I0040,3,17.7,0.0,53.1
O00112,I0045,1,10.09,0.0,10.09
O00112,I0031,1,14.67,0.0,14.67
O00112,I0100,3,42.05,0.0,126.15
O00112,I0070,1,42.76,0.0,42.76
O00058,I0108,2,38.11,0.0,76.22
O00058,I0025,2,18.38,0.0,36.76
O00058,I0033,3,20.96,0.0,62.88
O00058,I0076,2,14.77,0.0,29.54
O00058,I0028,3,6.19,0.0,18.57
O00058,I0016,1,15.14,0.0,15.14
O00102,I0057,2,27.87,0.0,55.74
O00102,I0040,2,17.7,0.0,35.4
O00102,I0069,3,11.65,0.0,34.95
O00102,I0079,1,45.68,0.0,45.68
O00087,I0007,3,43.14,0.0,129.42
O00087,I0028,2,6.19,0.0,12.38
O00087,I0106,3,34.74,0.0,104.22
O00087,I0059,2,2.46,0.0,4.92
O00091,I0071,3,10.92,0.0,32.76
O00091,I0005,2,34.3,0.0,68.6
O00091,I0078,2,45.73,0.0,91.46
O00054,I0080,1,9.38,0.0,9.38
O00068,I0095,3,14.92,0.0,44.76
O00068,I0120,1,7.6,0.0,7.6
O00068,I0058,2,48.79,0.0,97.58
O00068,I0075,2,48.86,0.0,97.72
O00068,I0053,3,49.58,0.0,148.74
O00071,I0010,3,38.1,0.0,114.3
O00071,I0089,3,9.37,0.0,28.11
O00090,I0119,3,27.43,0.0,82.29
O00090,I0056,3,10.76,0.0,32.28
O00090,I0072,3,12.01,0.0,36.03
O00090,I0014,1,29.15,0.0,29.15
O00090,I0103,3,23.46,0.0,70.38
O00101,I0072,2,12.01,0.0,24.02
O00101,I0089,2,9.37,0.0,18.74
O00146,I0025,3,18.38,0.0,55.14
O00146,I0032,3,30.34,0.0,91.02
O00146,I0040,3,17.7,0.0,53.1
O00146,I0071,3,10.92,0.0,32.76
O00146,I0027,2,27.13,0.0,54.26
O00146,I0078,2,45.73,0.0,91.46
O00146,I0120,1,7.6,0.0,7.6
O00163,I0097,2,33.67,0.0,67.34
O00163,I0043,3,42.32,0.0,126.96
O00124,I0045,3,10.09,0.0,30.27
O00114,I0021,3,49.48,0.0,148.44
O00114,I0106,1,34.74,0.0,34.74
O00114,I0080,1,9.38,0.0,9.38
O00114,I0028,1,6.19,0.0,6.19
O00114,I0085,3,15.1,0.0,45.3
O00114,I0027,3,27.13,0.0,81.39
O00114,I0071,1,10.92,0.0,10.92
O00138,I0079,1,45.68,0.0,45.68
O00138,I0078,3,45.73,0.0,137.19
O00149,I0045,2,10.09,0.0,20.18
O00149,I0031,2,14.67,0.0,29.34
O00149,I0025,1,18.38,0.0,18.38
O00119,I0024,2,7.12,0.0,14.24
O00119,I0016,2,15.14,0.0,30.28
O00119,I0109,2,27.84,0.0,55.68
O00119,I0102,1,38.87,0.0,38.87
O00152,I0007,2,43.14,0.0,86.28
O00152,I0114,3,18.64,0.0,55.92
O00152,I0079,3,45.68,0.0,137.04
O00117,I0050,2,8.6,0.0,17.2
O00117,I0076,3,14.77,0.0,44.31
O00117,I0079,3,45.68,0.0,137.04
O00117,I0095,1,14.92,0.0,14.92
O00131,I0035,3,37.47,0.0,112.41
O00131,I0009,3,46.32,0.0,138.96
O00131,I0098,2,31.01,0.0,62.02
O00153,I0072,2,12.01,0.0,24.02
O00153,I0103,2,23.46,0.0,46.92
O00153,I0095,1,14.92,0.0,14.92
O00135,I0008,1,16.91,0.0,16.91
O00135,I0051,3,8.21,0.0,24.63
O00126,I0027,1,27.13,0.0,27.13
O00126,I0005,3,34.3,0.0,102.9
O00126,I0072,2,12.01,0.0,24.02
O00126,I0102,2,38.87,0.0,77.74
O00126,I0028,1,6.19,0.0,6.19
O00126,I0083,1,22.61,0.0,22.61
O00154,I0010,3,38.1,0.0,114.3
O00154,I0030,2,31.96,0.0,63.92
O00154,I0115,1,36.02,0.0,36.02
O00154,I0059,2,2.46,0.0,4.92
O00154,I0109,1,27.84,0.0,27.84
O00160,I0110,2,7.77,15.54,0.0
O00160,I0071,3,10.92,32.76,0.0
O00160,I0005,2,34.3,51.7,16.9
O00160,I0033,3,20.96,0.0,62.88
O00145,I0114,2,18.64,0.0,37.28
O00121,I0051,2,8.21,0.0,16.42
O00121,I0086,2,36.34,0.0,72.68
O00121,I0027,2,27.13,0.0,54.26
O00121,I0080,3,9.38,0.0,28.14
O00128,I0010,3,38.1,0.0,114.3
O00155,I0043,3,42.32,0.0,126.96
O00155,I0098,3,31.01,0.0,93.03
O00155,I0091,1,2.98,0.0,2.98
O00134,I0076,1,14.77,0.0,14.77
O00164,I0079,3,45.68,0.0,137.04
O00164,I0027,1,27.13,0.0,27.13
O00164,I0120,2,7.6,0.0,15.2
O00139,I0010,3,38.1,0.0,114.3
O00139,I0079,2,45.68,0.0,91.36
O00139,I0114,2,18.64,0.0,37.28
O00116,I0030,2,31.96,0.0,63.92
O00116,I0007,2,43.14,0.0,86.28
O00116,I0031,1,14.67,0.0,14.67
O00165,I0092,1,29.46,0.0,29.46
O00165,I0114,3,18.64,0.0,55.92
O00165,I0095,3,14.92,0.0,44.76
O00165,I0038,1,30.15,0.0,30.15
O00157,I0049,1,5.28,0.0,5.28
O00157,I0098,1,31.01,0.0,31.01
O00156,I0114,1,18.64,0.0,18.64
O00156,I0078,1,45.73,0.0,45.73
O00156,I0071,3,10.92,0.0,32.76
O00156,I0072,2,12.01,0.0,24.02
O00161,I0079,1,45.68,0.0,45.68
O00161,I0005,2,34.3,0.0,68.6
O00161,I0016,1,15.14,0.0,15.14
O00161,I0008,1,16.91,0.0,16.91
O00161,I0092,3,29.46,0.0,88.38
O00132,I0031,3,14.67,0.0,44.01
O00132,I0015,3,3.33,0.0,9.99
O00132,I0010,3,38.1,0.0,114.3
O00132,I0020,3,19.11,0.0,57.33
O00132,I0050,2,8.6,0.0,17.2
O00127,I0103,1,23.46,0.0,23.46
O00144,I0051,1,8.21,0.0,8.21
O00144,I0119,2,27.43,0.0,54.86
O00144,I0027,2,27.13,0.0,54.26
O00144,I0031,1,14.67,0.0,14.67
O00144,I0071,2,10.92,0.0,21.84
O00144,I0056,1,10.76,0.0,10.76
O00144,I0045,1,10.09,0.0,10.09
O00162,I0092,3,29.46,0.0,88.38
O00162,I0009,2,46.32,0.0,92.64
O00129,I0106,1,34.74,0.0,34.74
O00129,I0083,1,22.61,0.0,22.61
O00129,I0018,2,36.05,0.0,72.1
O00129,I0075,3,48.86,0.0,146.58
O00130,I0076,3,14.77,0.0,44.31
O00130,I0006,1,5.29,0.0,5.29
O00130,I0025,2,18.38,0.0,36.76
O00141,I0050,3,8.6,0.0,25.8
O00141,I0006,3,5.29,0.0,15.87
O00141,I0073,1,20.9,0.0,20.9
O00123,I0085,1,15.1,0.0,15.1
O00123,I0078,3,45.73,0.0,137.19
O00159,I0097,3,33.67,0.0,101.01
O00159,I0045,3,10.09,0.0,30.27
O00151,I0061,2,20.08,0.0,40.16
O00151,I0043,3,42.32,0.0,126.96
O00148,I0043,3,42.32,0.0,126.96
O00148,I0115,2,36.02,0.0,72.04
O00120,I0071,1,10.92,0.0,10.92
O00120,I0100,3,42.05,0.0,126.15
O00120,I0115,2,36.02,0.0,72.04
O00143,I0091,3,2.98,0.0,8.94
O00143,I0083,3,22.61,0.0,67.83
O00140,I0016,3,15.14,0.0,45.42
O00140,I0079,1,45.68,0.0,45.68
O00140,I0091,3,2.98,0.0,8.94
O00140,I0109,3,27.84,0.0,83.52
O00140,I0072,2,12.01,0.0,24.02
O00140,I0009,1,46.32,0.0,46.32
O00140,I0035,1,37.47,0.0,37.47
O00133,I0063,1,43.76,0.0,43.76
O00133,I0007,1,43.14,0.0,43.14
O00133,I0035,1,37.47,0.0,37.47
O00150,I0102,2,38.87,0.0,77.74
O00150,I0069,3,11.65,0.0,34.95
O00150,I0025,1,18.38,0.0,18.38
O00125,I0002,2,12.67,0.0,25.34
O00147,I0059,2,2.46,0.0,4.92
O00137,I0025,2,18.38,0.0,36.76
O00137,I0063,1,43.76,0.0,43.76
O00137,I0109,2,27.84,0.0,55.68
O00137,I0037,1,42.91,0.0,42.91
O00137,I0065,2,8.82,0.0,17.64
O00136,I0010,1,38.1,0.0,38.1
O00136,I0045,2,10.09,0.0,20.18
O00136,I0018,3,36.05,0.0,108.15
O00136,I0100,3,42.05,0.0,126.15
O00136,I0085,1,15.1,0.0,15.1
O00142,I0098,1,31.01,0.0,31.01
O00142,I0004,2,3.99,0.0,7.98
O00122,I0106,2,34.74,0.0,69.48
O00115,I0016,1,15.14,15.14,0.0
O00115,I0006,1,5.29,5.29,0.0
O00115,I0108,3,38.11,79.57,34.76
O00158,I0031,1,14.67,0.0,14.67
O00158,I0020,2,19.11,0.0,38.22
O00118,I0115,1,36.02,0.0,36.02
O00118,I0037,1,42.91,0.0,42.91
O00166,I0083,1,22.61,0.0,22.61
O00166,I0045,1,10.09,0.0,10.09
O00179,I0053,1,49.58,0.0,49.58
O00179,I0005,2,34.3,0.0,68.6
O00179,I0120,1,7.6,0.0,7.6
O00202,I0108,1,38.11,0.0,38.11
O00202,I0102,1,38.87,0.0,38.87
O00202,I0109,2,27.84,0.0,55.68
O00202,I0071,2,10.92,0.0,21.84
O00226,I0058,2,48.79,0.0,97.58
O00226,I0095,3,14.92,0.0,44.76
O00226,I0110,1,7.77,0.0,7.77
O00226,I0017,1,18.72,0.0,18.72
O00226,I0071,2,10.92,0.0,21.84
O00226,I0088,2,23.77,0.0,47.54
O00167,I0057,2,27.87,0.0,55.74
O00167,I0030,1,31.96,0.0,31.96
O00208,I0059,2,2.46,0.0,4.92
O00208,I0058,2,48.79,0.0,97.58
O00208,I0033,1,20.96,0.0,20.96
O00208,I0076,1,14.77,0.0,14.77
O00171,I0014,3,29.15,0.0,87.45
O00195,I0056,1,10.76,0.0,10.76
O00195,I0092,2,29.46,0.0,58.92
O00195,I0016,1,15.14,0.0,15.14
O00195,I0046,3,20.67,0.0,62.01
O00229,I0065,3,8.82,0.0,26.46
O00229,I0053,2,49.58,99.16,0.0
O00229,I0109,1,27.84,0.84,27.0
O00217,I0066,2,30.08,0.0,60.16
O00217,I0030,2,31.96,0.0,63.92
O00217,I0084,3,41.13,0.0,123.39
O00217,I0040,1,17.7,0.0,17.7
O00217,I0046,1,20.67,0.0,20.67
O00230,I0032,2,30.34,0.0,60.68
O00170,I0083,2,22.61,0.0,45.22
O00170,I0066,1,30.08,0.0,30.08
O00170,I0106,2,34.74,0.0,69.48
O00170,I0041,2,5.1,0.0,10.2
O00222,I0086,3,36.34,0.0,109.02
O00222,I0057,3,27.87,0.0,83.61
O00222,I0025,3,18.38,0.0,55.14
O00222,I0102,1,38.87,0.0,38.87
O00216,I0021,2,49.48,0.0,98.96
O00216,I0108,2,38.11,0.0,76.22
O00224,I0102,1,38.87,0.0,38.87
O00224,I0069,1,11.65,0.0,11.65
O00224,I0027,1,27.13,0.0,27.13
O00224,I0119,2,27.43,0.0,54.86
O00224,I0103,1,23.46,0.0,23.46
O00219,I0063,3,43.76,0.0,131.28
O00219,I0016,1,15.14,0.0,15.14
O00219,I0073,3,20.9,0.0,62.7
O00219,I0086,2,36.34,0.0,72.68
O00178,I0007,1,43.14,0.0,43.14
O00178,I0075,2,48.86,0.0,97.72
O00227,I0120,1,7.6,0.0,7.6
O00227,I0070,2,42.76,0.0,85.52
O00227,I0025,1,18.38,0.0,18.38
O00223,I0110,1,7.77,7.77,0.0
O00223,I0080,3,9.38,0.0,28.14
O00223,I0072,1,12.01,12.01,0.0
O00223,I0103,1,23.46,23.46,0.0
O00211,I0002,2,12.67,0.0,25.34
O00211,I0018,3,36.05,0.0,108.15
O00211,I0061,1,20.08,0.0,20.08
O00207,I0056,3,10.76,0.0,32.28
O00207,I0040,3,17.7,0.0,53.1
O00207,I0052,1,43.69,0.0,43.69
O00207,I0078,3,45.73,0.0,137.19
O00207,I0061,3,20.08,0.0,60.24
O00207,I0102,1,38.87,0.0,38.87
O00200,I0049,1,5.28,0.0,5.28
O00200,I0021,1,49.48,0.0,49.48
O00200,I0035,3,37.47,0.0,112.41
